,review,rating,sbjText,actText,actVerbNeg,objText,locText,sbjSentType,objSentType,objSentFromSbjType,locSentType,sbjSentScore,objSentScore,objSentFromSbjScore,actVerbText,locSentScore,actLemma,actVerbTense,foundKeyword,aggKeyword,count
13089,49153,good,it,was,0.0,just a beautiful ship,,neutral,positive,neutral,neutral,0.0,0.621737,0.0,be,0.0,be,past,ship,ship,1
13091,49153,good,andrea bocelli,singing,0.0,time,in italian of course this became a theme as we left each port,neutral,neutral,positive,neutral,0.0,0.0,0.426068,sing singe,0.0,sing singe,present,time,time,1
13122,254262,good,msc divina,to see,0.0,if it's a ship line we could do in the mediterranean next year,,neutral,negative,positive,neutral,0.0,-0.217121,0.304301,see,0.0,to see,future,ship,ship,1
13123,254262,good,it,has,0.0,a ship line we could do in the mediterranean next year,,neutral,negative,neutral,neutral,0.0,-0.310541,0.0,has,0.0,has,present,ship,ship,1
13124,254262,good,we,could do,0.0,a ship line,in the mediterranean,neutral,neutral,negative,neutral,0.0,0.0,-0.212976,do,0.0,could do,future,ship,ship,1
13127,254262,good,we,waited,0.0,for our group number to be called so we can board,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,wait,0.0,wait,past,board,ship,1
13128,254262,good,this,is,0.0,the first time we have ever done this we waited about 25 minutes,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,be,0.0,be,present,time,time,1
13139,254262,good,many people,bought,0.0,the all inclusive package,,neutral,positive,neutral,neutral,0.0,0.380646,0.0,buy,0.0,buy,past,people,people,1
13140,254262,good,many people,loved,0.0,it,,neutral,neutral,positive,neutral,0.0,0.0,0.639084,love,0.0,love,past,people,people,1
13144,254262,good,we,have been,0.0,not the prettiest ship,,neutral,negative,negative,neutral,0.0,-0.376948,-0.287757,have,0.0,have be,present,ship,ship,1
13145,254262,good,the prettiest ship,have been,0.0,we,,negative,neutral,negative,neutral,-0.233883,0.0,-0.287757,be,0.0,have be,past,ship,ship,1
13148,254262,good,we,have been,0.0,any ship,,neutral,neutral,negative,neutral,0.0,0.0,-0.287757,have,0.0,have be,present,ship,ship,1
13149,254262,good,the biggest of any ship,have been,0.0,we,,negative,neutral,negative,neutral,-0.642257,0.0,-0.287757,be,0.0,have be,past,ship,ship,1
13150,254262,good,the buffet,was,0.0,always packed,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,be,0.0,be,past,buffet,food,1
13151,254262,good,the buffet,packed,0.0,,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,pack,0.0,pack,past,buffet,food,1
13152,254262,good,europeans,spend,0.0,more time,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,spend,0.0,spend,present,time,time,1
13155,254262,good,the infiniti pool in the rear of the ship by the disarono bar,was,0.0,the prettiest view,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,be,0.0,be,past,ship,ship,1
13157,254262,good,it,feels,0.0,like the divina had more deck space than freedom class ships even with the yacht area and the pay area,,neutral,positive,negative,neutral,0.0,0.300203,-0.470213,feel,0.0,feel,present,ship,ship,1
13158,254262,good,the ship,is,0.0,all glass and mirrors,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,be,0.0,be,present,ship,ship,1
13159,254262,good,the ship,so looking,0.0,anywhere on the ship,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,look,0.0,so look,present,ship,ship,1
13161,254262,good,the ship,disperses,0.0,people,,neutral,neutral,negative,neutral,0.0,0.0,-0.211867,disperse,0.0,disperse,present,ship,ship,1
13163,254262,good,we,are,0.0,not too picky about our food,,neutral,negative,neutral,neutral,0.0,-0.721199,0.0,be,0.0,be,present,food,food,1
13171,58828,bad,british airways and checking in to the ship,was,0.0,no problem,,positive,negative,neutral,neutral,0.426947,-0.369727,0.0,be,0.0,be,past,ship,ship,1
13175,58828,bad,the cabin itself,was,0.0,adequate with plenty of wardrobe cupboard and drawer space,,neutral,positive,neutral,neutral,0.0,0.283388,0.0,be,0.0,be,past,board,ship,1
13190,58828,bad,you,be,0.0,seated with people who speak english other english americana australians etc,,neutral,positive,neutral,neutral,0.0,0.418126,0.0,be,0.0,be,future,people,people,1
13191,58828,bad,you,will be seated,0.0,with people who speak english other english americana australians etc,,neutral,positive,neutral,neutral,0.0,0.242967,0.0,seat,0.0,will be seat,future,people,people,1
13192,58828,bad,people,speak,0.0,english other english americana australians etc,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,speak,0.0,speak,present,people,people,1
13193,58828,bad,the food itself,is,0.0,ok,,negative,neutral,neutral,neutral,-0.370265,0.0,0.0,be,0.0,be,present,food,food,1
13197,58828,bad,formal dinner,was,0.0,waiter,,positive,positive,neutral,neutral,0.619442,0.280615,0.0,be,0.0,be,past,waiter,dining,1
13198,58828,bad,waiter,served,0.0,formal dinner,,positive,positive,negative,neutral,0.280615,0.619442,-0.271596,serve,0.0,serve,past,waiter,dining,1
13205,58828,bad,the entertainment,was,0.0,grim,,positive,negative,neutral,neutral,0.387758,-0.74095,0.0,be,0.0,be,past,entertainment,entertainment,1
13208,58828,bad,that,has,0.0,all there was 80% of the time,,neutral,negative,neutral,neutral,0.0,-0.247944,0.0,has,0.0,has,present,time,time,1
13209,58828,bad,'s all there,was,0.0,80% of the time,,neutral,negative,neutral,neutral,0.0,-0.240528,0.0,be,0.0,be,past,time,time,1
13215,58828,bad,the house,was,0.0,packed as people didn't know what to expect,,neutral,negative,neutral,neutral,0.0,-0.381481,0.0,be,0.0,be,past,people,people,1
13216,58828,bad,the house,was packed,0.0,as people didn't know what to expect,,neutral,negative,neutral,neutral,0.0,-0.39695,0.0,pack,0.0,be pack,past,people,people,1
13217,58828,bad,people,did,1.0,know what to expect,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,do,0.0,do,past,people,people,1
13218,58828,bad,people,know,1.0,what to expect,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,know,0.0,know,past,people,people,1
13219,58828,bad,people,were,0.0,walking out 15 minutes,,neutral,positive,neutral,neutral,0.0,0.329003,0.0,be,0.0,be,past,people,people,1
13226,113186,good,15 the first passengers,were allowed,0.0,,on board,neutral,neutral,neutral,neutral,0.0,0.0,0.0,allow,0.0,be allow,past,passengers,people,1
13228,113186,good,we,had,0.0,a superior aft balcony facing the rear of the ship,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,have,0.0,have,past,ship,ship,1
13229,113186,good,we,facing,0.0,the rear of the ship,,neutral,negative,negative,neutral,0.0,-0.403111,-0.566497,face,0.0,face,present,ship,ship,1
13234,113186,good,storage space,was,0.0,at least 25% less than any other ship,,neutral,negative,neutral,neutral,0.0,-0.589339,0.0,be,0.0,be,past,ship,ship,1
13237,113186,good,shower,was,0.0,smaller than other ship,,positive,neutral,neutral,neutral,0.338292,0.0,0.0,be,0.0,be,past,ship,ship,1
13246,113186,good,i,am,0.0,not sure what ship the other reviewers were on but they were not rating the food on this ship,,neutral,negative,neutral,neutral,0.0,-0.460536,0.0,be,0.0,be,present,ship,ship,1
13247,113186,good,they,rating,1.0,the food,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,rate,0.0,rate,past,food,food,1
13248,113186,good,the reviews on the food,are,0.0,so bad,,neutral,negative,neutral,neutral,0.0,-0.801308,0.0,be,0.0,be,present,food,food,1
13249,113186,good,the actual food,was,0.0,really good,,negative,positive,neutral,neutral,-0.426241,0.600483,0.0,be,0.0,be,past,food,food,1
13252,113186,good,food,was,0.0,good lots of variety,,neutral,positive,neutral,neutral,0.0,0.653076,0.0,be,0.0,be,past,food,food,1
13253,113186,good,one side of the ship's buffet,had,0.0,different food than the other side,,positive,neutral,neutral,neutral,0.388421,0.0,0.0,have,0.0,have,past,buffet,food,1
13264,113186,good,the pool area,does,0.0,not have music of any sort at any time,,positive,negative,neutral,neutral,0.303339,-0.351098,0.0,do,0.0,do,present,time,time,1
13276,84632,good,i,must say,0.0,that the cruise ship itself the poisia was just lovely,here,neutral,positive,neutral,neutral,0.0,0.384818,0.0,say,0.0,must say,future,cruise ship,ship,1
13281,84632,good,the buffet,was,0.0,,,positive,neutral,neutral,neutral,0.402791,0.0,0.0,be,0.0,be,past,buffet,food,1
13283,84632,good,the layout of the ship,was,0.0,great,,neutral,positive,neutral,neutral,0.0,0.604214,0.0,be,0.0,be,past,ship,ship,1
13284,84632,good,the layout of the ship,had,0.0,the most fantastic furnishings,,neutral,positive,neutral,neutral,0.0,0.83959,0.0,have,0.0,have,past,ship,ship,1
13290,84632,good,i,was,0.0,told to go sort it out myself with the waiters,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,be,0.0,be,past,waiter,dining,1
13292,84632,good,the ship,carried,0.0,no currency,,neutral,negative,neutral,neutral,0.0,-0.579597,0.0,carry,0.0,carry,past,ship,ship,1
13297,84632,good,most passengers,gave,0.0,,on seeing a bus,neutral,neutral,neutral,positive,0.0,0.0,0.0,give,0.222333,give,past,passengers,people,1
13298,84632,good,most passengers,seeing,0.0,a bus,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,see,0.0,see,future,passengers,people,1
13302,84632,good,the ships news letters,did,0.0,not give any maps or information,,neutral,negative,neutral,neutral,0.0,-0.474937,0.0,do,0.0,do,past,ship,ship,1
13303,84632,good,the ships news letters,give,1.0,any maps or information regarding transport,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,give,0.0,give,past,ship,ship,1
13319,84632,good,they,refused,0.0,to provide free movies to the cabin to compensate the passengers,,neutral,positive,negative,neutral,0.0,0.602783,-0.519558,refuse,0.0,refuse,past,passengers,people,1
13320,58820,good,we,enjoyed,0.0,the ship,,neutral,neutral,positive,neutral,0.0,0.0,0.699407,enjoy,0.0,enjoy,past,ship,ship,1
13322,58820,good,it,was,0.0,very comfortable and most of the public rooms,,neutral,positive,neutral,neutral,0.0,0.866025,0.0,be,0.0,be,past,table,dining,1
13332,58820,good,with its own pool which occupied the aft deck unfortunately i like an aft bar to enjoy sailaways on with a beverage and so they layout of this deck which did have a bar but no seating at the very rear of the ship,was,0.0,an adult only area,,negative,negative,neutral,neutral,-0.540182,-0.241718,0.0,be,0.0,be,past,ship,ship,1
13333,58820,good,i,like,0.0,an aft bar to enjoy sailaways on with a beverage and so they layout of this deck which did have a bar but no seating at the very rear of the ship was not ideal to me,,neutral,negative,neutral,neutral,0.0,-0.601745,0.0,like,0.0,like,present,ship,ship,1
13336,58820,good,the ship,has,0.0,very nice lounges,,neutral,positive,neutral,neutral,0.0,0.819044,0.0,have,0.0,have,present,ship,ship,1
13337,58820,good,the standard ones,have,0.0,adjustable shades,,neutral,positive,neutral,neutral,0.0,0.486273,0.0,have,0.0,have,present,table,dining,1
13338,58820,good,the ship,getting,0.0,around,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,Getting,0.0,Getting,present,ship,ship,1
13351,58820,good,i,will say,0.0,that overall the food in the main dining room was not up to the standard of other major cruise lines we have tested,,neutral,negative,neutral,neutral,0.0,-0.307588,0.0,say,0.0,will say,future,dining room,dining,1
13353,58820,good,i,would say,0.0,that about half the time the meat was cooked decently to nicely and the other half it was overcooked to the point of being too dry,,neutral,positive,neutral,neutral,0.0,0.501845,0.0,say,0.0,would say,future,time,time,1
13357,58820,good,i,say,1.0,that the food was awful,,neutral,negative,neutral,neutral,0.0,-0.729559,0.0,say,0.0,say,future,food,food,1
13358,58820,good,an msc cruise,expecting,0.0,food to be a highlight,,neutral,positive,neutral,neutral,0.0,0.478127,0.0,expect,0.0,expect,present,food,food,1
13371,99529,good,the ship,is,0.0,lovelycabins spacioustoothpasteshampoo body washand soap all,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,be,0.0,be,present,ship,ship,1
13372,99529,good,food,was,0.0,of a good standard,,neutral,positive,neutral,neutral,0.0,0.482581,0.0,be,0.0,be,past,food,food,1
13373,99529,good,loads of choice for breakfast and lunchtook evening meals in red velvetwhere upon arrival with maitre d,were,0.0,given choice of sharing a tableor more,,positive,neutral,neutral,neutral,0.661329,0.0,0.0,be,0.0,be,past,table,dining,1
13374,99529,good,notwe,chose,0.0,our own tableand were treated by great service,,neutral,positive,neutral,neutral,0.0,0.505536,0.0,choose,0.0,choose,past,table,dining,1
13375,99529,good,by great service and excellent foodand an attentive head waiter,were treated,0.0,our own tableand,,positive,neutral,neutral,neutral,0.929022,0.0,0.0,treat,0.0,be treat,past,table,dining,1
13377,99529,good,they,are,0.0,catering for different languages this was acceptablesometimes a little short of 35 mins which is a shame that the superb theatre was only getting about an hours use a day,,neutral,negative,neutral,neutral,0.0,-0.642681,0.0,be,0.0,be,present,times,time,1
13380,99529,good,bar service,was,0.0,goodas was entertainment in the same,,negative,neutral,neutral,neutral,-0.644392,0.0,0.0,be,0.0,be,past,entertainment,entertainment,1
13381,99529,good,bar service was goodas,was,0.0,entertainment in the same,,negative,positive,neutral,neutral,-0.423966,0.337613,0.0,be,0.0,be,past,entertainment,entertainment,1
13382,99529,good,public areas,were,0.0,,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,be,0.0,be,past,public areas,ship,1
13383,99529,good,public areas,cleaned,0.0,,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,clean,0.0,clean,past,public areas,ship,1
13384,99529,good,the ship,was,0.0,in beautiful condition,,neutral,positive,neutral,neutral,0.0,0.571466,0.0,be,0.0,be,past,ship,ship,1
13391,99529,good,by good food and serviceat,complimented,0.0,a lovely ship,,positive,positive,positive,neutral,0.294923,0.716768,0.418447,compliment,0.0,compliment,past,ship,ship,1
13403,85665,bad,time,transfer,0.0,to the port,,neutral,neutral,positive,neutral,0.0,0.0,0.21051,transfer,0.0,transfer,present,time,time,1
13408,85665,bad,by the msc rep very friendly who informaed us that we would have an hour wait before we left as we were waiting for another 2 people on a later flight,were met,0.0,we,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,meet,0.0,be meet,past,people,people,1
13411,85665,bad,we,were,0.0,waiting for another 2 people,,neutral,negative,neutral,neutral,0.0,-0.369049,0.0,be,0.0,be,past,people,people,1
13412,85665,bad,we,were waiting,0.0,for another 2 people,,neutral,negative,negative,neutral,0.0,-0.373274,-0.258379,wait,0.0,be wait,past,people,people,1
13414,85665,bad,we,were,0.0,directed to the boat,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,be,0.0,be,past,boat,ship,1
13431,85665,bad,the food and service at dinner,was,0.0,excellent,on the plus side,positive,positive,neutral,positive,0.322888,0.689352,0.0,be,0.209119,be,past,food,food,1
13434,85665,bad,i,expected,0.0,a comfortable large bed and lots of storage space including a safe and lots of hanging space,,neutral,positive,neutral,neutral,0.0,0.927607,0.0,expect,0.0,expect,past,table,dining,1
13435,85665,bad,a safe and lots of hanging space,including,0.0,a comfortable large bed and lots of storage space,,positive,positive,neutral,neutral,0.879407,0.783127,0.0,include,0.0,include,present,table,dining,1
13444,85665,bad,we,got,0.0,our instructions for leaving the boat on the last day,,neutral,negative,neutral,neutral,0.0,-0.576353,0.0,get,0.0,get,past,boat,ship,1
13445,85665,bad,we,leaving,0.0,the boat,,neutral,neutral,negative,neutral,0.0,0.0,-0.603701,leave,0.0,leave,present,boat,ship,1
13446,218329,good,this,is,0.0,the first time we have cruised with msc,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,be,0.0,be,present,time,time,1
13447,218329,good,we,have cruised,0.0,the first time,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,cruise,0.0,have cruise,past,time,time,1
13449,218329,good,we,had,0.0,a really great time,,neutral,positive,neutral,neutral,0.0,0.796133,0.0,have,0.0,have,past,time,time,1
13451,218329,good,the passengers on our flight,were,0.0,amongst the last to board,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,be,0.0,be,past,passengers,people,1
13456,218329,good,we,agree,0.0,that it was it was perfectly acceptable and clean,,neutral,positive,positive,neutral,0.0,0.840446,0.283067,agree,0.0,agree,present,table,dining,1
13458,218329,good,the public rooms throughout the ship,were,0.0,very elegant and stylish,,neutral,positive,neutral,neutral,0.0,0.923108,0.0,be,0.0,be,past,ship,ship,1
13461,218329,good,the food in the restaurant,was,0.0,first class,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,be,0.0,be,past,food,food,1
13463,218329,good,she,would certainly have said,0.0,the food,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,have,0.0,would certainly have say,future,food,food,1
